"","LabCode","SampleID","CombineGroup","Region","SiteID","Site_Name_JP","Site_Address_JP","Context_JP","MaterialType_JP","MaterialType_En","PotteryPhase_JP","Phase","Phase_Details","PhaseAnalysis","CRA","Error","Delta13C","Delta13CError","Source"
"1790","IAAA-120594","1963",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","北壁4層　北壁20層（4層下）","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",13530,41,"-28.11","","辻本裕也2016「出土植物質炭化物の放射性炭素年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』221-224"
"1791","IAAA-120604","2228",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","南壁7層　南壁29層下位（7層）","炭化材","Charred Remains","","S0","","S0",13991,47,"-24.84","","辻本裕也2016「出土植物質炭化物の放射性炭素年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』221-224"
"1792","BETA-154841","№3",NA,"Kyushu",327,"河陽F遺跡","熊本県阿蘇郡南阿蘇村","12C層","炭化物","Charred Remains","1-2期爪形紋","S1","S1-2","S1-2",12100,50,"-27.7","",""
"1793","BETA-154931","№2",NA,"Kyushu",327,"河陽F遺跡","熊本県阿蘇郡南阿蘇村","13層","炭化物","Charred Remains","1-2期爪形紋","S1","S1-2","S1-2",12340,50,"-26.5","",""
"1794","BETA-154842","№4",NA,"Kyushu",327,"河陽F遺跡","熊本県阿蘇郡南阿蘇村","12A層,S029集石炉","炭化物","Charred Remains","2期無紋","S2","S2-1","S2-1",11300,40,"-25.8","",""
"1795","BETA-154930","№1",NA,"Kyushu",327,"河陽F遺跡","熊本県阿蘇郡南阿蘇村","11C層","炭化物","Charred Remains","2期無紋","S2","S2-1","S2-1",10970,50,"-25.9","",""
"1796","MTC-10288","MIMB-4",NA,"Kyushu",144,"塚原C遺跡","宮崎県宮崎市（東諸県郡国富町）","","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文-爪形紋","S1","S1-2","S1-2",11850,60,"","",""
"1797","MTC-10289","MIMB-5",NA,"Kyushu",144,"塚原C遺跡","宮崎県宮崎市（東諸県郡国富町）","","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文-爪形紋","S1","S1-2","S1-2",11750,60,"","",""
"1798","BETA-209859","",NA,"Kyushu",33,"上猪ノ原遺跡","宮崎県宮崎市（宮崎郡清武町）","SI45集石","炭化材","Charred Remains","2-1期爪形紋","S2","S2-1","S2-1",11270,40,"-26.3","",""
"1799","PLD-15892","HK-1",NA,"Kyushu",284,"東黒土田遺跡","鹿児島県志布志市","貯蔵穴","種実","Seed","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11530,35,"-22.8","","工藤雄一郎、東和幸2011「鹿児島県東黒土田遺跡から出土した縄文時代最古の貯蔵穴」『植生史研究』18巻2号"
"1800","PLD-15893","HK-2",NA,"Kyushu",284,"東黒土田遺跡","鹿児島県志布志市","貯蔵穴","種実","Seed","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11555,35,"-25.1","","工藤雄一郎、東和幸2011「鹿児島県東黒土田遺跡から出土した縄文時代最古の貯蔵穴」『植生史研究』18巻2号"
"1801","BETA-163808","",NA,"Kyushu",241,"建昌城跡","鹿児島県姶良町","C3区SX1床面","炭化材","Charred Remains","2期?無紋","S2","S2-1","S2-1",11100,50,"-24.8","","姶良町第10集"
"1802","BETA-163809","",NA,"Kyushu",241,"建昌城跡","鹿児島県姶良町","A1区集石SZ5埋土","炭化材","Charred Remains","2期?無紋","S2","S2-1","S2-1",10970,40,"-25","","姶良町第10集"
"1803","BETA-163810","",NA,"Kyushu",241,"建昌城跡","鹿児島県姶良町","B5区集石SZ12埋土","炭化材","Charred Remains","2期?無紋","S2","S2-1","S2-1",11220,170,"-25.7","","姶良町第10集"
"1804","BETA-163811","",NA,"Kyushu",241,"建昌城跡","鹿児島県姶良町","B3区土坑埋土","炭化材","Charred Remains","2期?無紋","S2","S2-1","S2-1",11010,50,"-26","","姶良町第10集"
"1805","BETA-163812","",NA,"Kyushu",241,"建昌城跡","鹿児島県姶良町","C2区土坑埋土","炭化材","Charred Remains","2期?無紋","S2","S2-1","S2-1",10920,50,"-25.5","","姶良町第10集"
"1806","BETA-163813","",NA,"Kyushu",241,"建昌城跡","鹿児島県姶良町","C3区第Ⅸ層包含層","炭化材","Charred Remains","2期?無紋","S2","S2-1","S2-1",10990,50,"-26.3","","姶良町第10集"
"1807","BETA-118963","",NA,"Kyushu",253,"志風頭遺跡","鹿児島県加世田市","Ⅴ層,報告書18図3","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文　掃除山","S1","S1-2","S1-2",11860,50,"","","加世田市埋蔵文化財発掘調査報告書(16)"
"1808","BETA-118964","",NA,"Kyushu",253,"志風頭遺跡","鹿児島県加世田市","Ⅴ層,報告書18図4","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文　掃除山","S1","S1-2","S1-2",11780,50,"","","加世田市埋蔵文化財発掘調査報告書(16)"
"1809","YU-4544","KAMBM-C3",NA,"Kyushu",363,"牧野遺跡","鹿児島県南九州市（旧知覧町）","SOS覆土中(-90cm)　炭化物3","炭化物","Charred Remains","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11522,32,"","","小林謙一・米田穣2018「牧野遺跡出土試料の14C年代測定と較正年代」『鹿児島県立埋蔵文化財センター発掘調査報告書「牧野遺跡」』(193)主要地方道頴娃川辺線(知覧道路)道路改築事業に伴う埋蔵文化財発掘調査報告書(Ⅴ)"
"1810","YU-4545","KAMBM-C17",NA,"Kyushu",363,"牧野遺跡","鹿児島県南九州市（旧知覧町）","SOS4の肩上(SOS3）　炭化物17","炭化物","Charred Remains","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11541,32,"","","小林謙一・米田穣2018「牧野遺跡出土試料の14C年代測定と較正年代」『鹿児島県立埋蔵文化財センター発掘調査報告書「牧野遺跡」』(193)主要地方道頴娃川辺線(知覧道路)道路改築事業に伴う埋蔵文化財発掘調査報告書(Ⅴ)"
"1811","TKA-17218","KAMBM-C5",NA,"Kyushu",363,"牧野遺跡","鹿児島県南九州市（旧知覧町）","SOS覆土中(-90cm)","炭化材","Charred Remains","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11592,34,"-27.3","","小林謙一・米田穣2018「牧野遺跡出土試料の14C年代測定と較正年代」『鹿児島県立埋蔵文化財センター発掘調査報告書「牧野遺跡」』(193)主要地方道頴娃川辺線(知覧道路)道路改築事業に伴う埋蔵文化財発掘調査報告書(Ⅴ)"
"1812","TKA-17219","KAMBM-C13",NA,"Kyushu",363,"牧野遺跡","鹿児島県南九州市（旧知覧町）","SOS4下,石組下の小集石","炭化材","Charred Remains","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11566,37,"-27.2","","小林謙一・米田穣2018「牧野遺跡出土試料の14C年代測定と較正年代」『鹿児島県立埋蔵文化財センター発掘調査報告書「牧野遺跡」』(193)主要地方道頴娃川辺線(知覧道路)道路改築事業に伴う埋蔵文化財発掘調査報告書(Ⅴ)"
"1813","TKA-17220","KAMBM-C14",NA,"Kyushu",363,"牧野遺跡","鹿児島県南九州市（旧知覧町）","SOS4下,石組下の小集石","炭化材","Charred Remains","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11569,32,"-24.4","","小林謙一・米田穣2018「牧野遺跡出土試料の14C年代測定と較正年代」『鹿児島県立埋蔵文化財センター発掘調査報告書「牧野遺跡」』(193)主要地方道頴娃川辺線(知覧道路)道路改築事業に伴う埋蔵文化財発掘調査報告書(Ⅴ)"
"1814","MTC-9141","KGNO-16",NA,"Kyushu",173,"奥ノ仁田遺跡","鹿児島県西之表市","","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11740,60,"-29.4","","西本豊弘編2009『弥生農耕の起源と東アジアー炭素年代測定による高精度編年体系の構築ー　研究成果報告書』平成16～20年度学術創成研究費（課題番号16GS0118）"
"1815","MTC-9140","KGNO-10",NA,"Kyushu",210,"屋久川遺跡","鹿児島県西之表市","","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11630,60,"-26.4","","西本豊弘編2009『弥生農耕の起源と東アジアー炭素年代測定による高精度編年体系の構築ー　研究成果報告書』平成16～20年度学術創成研究費（課題番号16GS0118）"
"1816","MTC-9138","KGNO-5 b",NA,"Kyushu",522,"鬼ヶ野遺跡","鹿児島県西之表市","3","土器付着物","Ceramic Organic Residue","1-2期（隆線文）","S1","S1-2","S1-2",11990,60,"-27","","小林謙一・今村峯雄・藤尾慎一郎2004「鹿児島県西之表市鬼ケ野遺跡出土土器付着物の14Ｃ年代測定」『鬼ケ野遺跡』西之表市埋蔵文化財発掘調査報告書(14)　 西之表市教育委員会"
"1817","MTC-5834","KAMB-41",NA,"Kyushu",20,"三角山Ⅰ遺跡","鹿児島県中種子町","96集,(1)分冊87図127","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",12080,70,"-24.8","","小林謙一・尾嵜大真・新免歳靖・遠部慎・松崎浩之2006「平成17年度　鹿児島県三角山Ⅰ遺跡出土土器付着物の14C年代測定」『三角山遺跡群(3)』鹿児島県立埋蔵文化財センター発掘調査報告書(96)　 鹿児島県立埋蔵文化財センター"
"1818","PLD-6470","KAMB-23 b-ad",NA,"Kyushu",20,"三角山Ⅰ遺跡","鹿児島県中種子町","No.5337","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11790,45,"-23.42","","小林謙一・尾嵜大真・新免歳靖・遠部慎・松崎浩之2006「平成17年度　鹿児島県三角山Ⅰ遺跡出土土器付着物の14C年代測定」『三角山遺跡群(3)』鹿児島県立埋蔵文化財センター発掘調査報告書(96)　 鹿児島県立埋蔵文化財センター"
"1819","PLD-6471","KAMB-47 ad",NA,"Kyushu",20,"三角山Ⅰ遺跡","鹿児島県中種子町","No.1441","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11795,50,"-45.48","","小林謙一・尾嵜大真・新免歳靖・遠部慎・松崎浩之2006「平成17年度　鹿児島県三角山Ⅰ遺跡出土土器付着物の14C年代測定」『三角山遺跡群(3)』鹿児島県立埋蔵文化財センター発掘調査報告書(96)　 鹿児島県立埋蔵文化財センター"
"1820","IAAA-31693","No.3737",NA,"Kyushu",20,"三角山Ⅰ遺跡","鹿児島県中種子町","報告書28","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11470,70,"-25.3","","鹿児島県立埋蔵文化財センター2006『三角山遺跡群(3)』鹿児島県立埋蔵文化財センター発掘調査報告書(96)　 "
"1821","IAAA-31694","No.4363",NA,"Kyushu",20,"三角山Ⅰ遺跡","鹿児島県中種子町","報告書67","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",12050,70,"-21.6","","鹿児島県立埋蔵文化財センター2006『三角山遺跡群(3)』鹿児島県立埋蔵文化財センター発掘調査報告書(96)　 "
"1822","IAAA-31695","No.5765",NA,"Kyushu",20,"三角山Ⅰ遺跡","鹿児島県中種子町","報告書43","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",12090,70,"-21.8","","鹿児島県立埋蔵文化財センター2006『三角山遺跡群(3)』鹿児島県立埋蔵文化財センター発掘調査報告書(96)　 "
"1823","IAAA-31696","No.15599",NA,"Kyushu",20,"三角山Ⅰ遺跡","鹿児島県中種子町","報告書138","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11660,70,"-22.7","","鹿児島県立埋蔵文化財センター2006『三角山遺跡群(3)』鹿児島県立埋蔵文化財センター発掘調査報告書(96)　 "
"1824","IAAA-31697","No.19520",NA,"Kyushu",20,"三角山Ⅰ遺跡","鹿児島県中種子町","報告書141","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11050,70,"-27.5","","鹿児島県立埋蔵文化財センター2006『三角山遺跡群(3)』鹿児島県立埋蔵文化財センター発掘調査報告書(96)　 "
"1825","BETA-175701","No.1（1住№1）",NA,"Kyushu",20,"三角山Ⅰ遺跡","鹿児島県中種子町","B8区1号住居","炭化材","Charred Remains","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11640,50,"-26.6","","鹿児島県立埋蔵文化財センター2006『三角山遺跡群(3)』鹿児島県立埋蔵文化財センター発掘調査報告書(96)　 "
"1826","IAAA-10309","14931",NA,"Kyushu",20,"三角山Ⅰ遺跡","鹿児島県中種子町","B8区Ⅴ層,報告書109","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11370,70,"-30.7","","鹿児島県立埋蔵文化財センター2006『三角山遺跡群(3)』鹿児島県立埋蔵文化財センター発掘調査報告書(96)　 "
"1827","IAAA-10310","123",NA,"Kyushu",20,"三角山Ⅰ遺跡","鹿児島県中種子町","竪穴状遺構1,報告書8","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11530,60,"-24.5","","鹿児島県立埋蔵文化財センター2006『三角山遺跡群(3)』鹿児島県立埋蔵文化財センター発掘調査報告書(96)　 "
"1828","IAAA-10311","45",NA,"Kyushu",20,"三角山Ⅰ遺跡","鹿児島県中種子町","竪穴状遺構2,報告書6","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11950,70,"-29.1","","鹿児島県立埋蔵文化財センター2006『三角山遺跡群(3)』鹿児島県立埋蔵文化財センター発掘調査報告書(96)　 "
"1829","BETA-88847","No.1（包含層№1）",NA,"Kyushu",20,"三角山Ⅰ遺跡","鹿児島県中種子町","2T,Ⅴ層 （包含層）","炭化物","Charred Remains","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11880,60,"-27.1","","鹿児島県立埋蔵文化財センター2006『三角山遺跡群(3)』鹿児島県立埋蔵文化財センター発掘調査報告書(96)　 "
"1830","TKA-18280","SSK-22",NA,"Tokai",170,"大鹿窪遺跡","静岡県富士宮市（旧芝川町）","2016年度調査,Tr2№60,VI層,20161027","土器付着物","Ceramic Organic Residue","爪形文（2-1類,古）","S2","S2-1","S2-1",10506,40,"-35.7","0.3","富士宮市教委2018大鹿窪遺跡発掘調査総括報告書"
"1831","TKA-18464","SSK-C6",NA,"Tokai",170,"大鹿窪遺跡","静岡県富士宮市（旧芝川町）","Tr2,土器185共伴,VI層,016/11/07","炭化物","Charred Remains","押圧縄文（絡条体）,3-1類","S2","S2-1","S2-1",10712,35,"-30.5","0.3","富士宮市教委2018大鹿窪遺跡発掘調査総括報告書"
"1832","TKA-18467","SSK-C9",NA,"Tokai",170,"大鹿窪遺跡","静岡県富士宮市（旧芝川町）","Tr1,新VI層,炭化物2","炭化物","Charred Remains","","S2","S2-1","S2-1",10868,35,"-28.3","0.4","富士宮市教委2018大鹿窪遺跡発掘調査総括報告書"
"1833","TKA-18468","SSK-C10",NA,"Tokai",170,"大鹿窪遺跡","静岡県富士宮市（旧芝川町）","Tr1,新VI層,炭化物3","炭化物","Charred Remains","","S2","S2-1","S2-1",11017,35,"-27.9","0.4","富士宮市教委2018大鹿窪遺跡発掘調査総括報告書"
"1834","TKA-18469","SSK-C11",NA,"Tokai",170,"大鹿窪遺跡","静岡県富士宮市（旧芝川町）","Tr1,新VI層,炭化物4","炭化物","Charred Remains","","S2","S2-1","S2-1",10979,35,"-28","0.4","富士宮市教委2018大鹿窪遺跡発掘調査総括報告書"
"1835","TKA-18470","SSK-C12",NA,"Tokai",170,"大鹿窪遺跡","静岡県富士宮市（旧芝川町）","Tr1,新VI層,炭化物5","炭化物","Charred Remains","","S2","S2-1","S2-1",10986,34,"-26.7","0.4","富士宮市教委2018大鹿窪遺跡発掘調査総括報告書"
"1836","TKA-18471","SSK-C13",NA,"Tokai",170,"大鹿窪遺跡","静岡県富士宮市（旧芝川町）","Tr1,新VI層,炭化物6","炭化物","Charred Remains","","S2","S2-1","S2-1",10846,33,"-25.1","0.4","富士宮市教委2018大鹿窪遺跡発掘調査総括報告書"
"1837","TKA-18472","SSK-C14",NA,"Tokai",170,"大鹿窪遺跡","静岡県富士宮市（旧芝川町）","Tr1,新VI層,炭化物20,住居覆土","炭化物","Charred Remains","","S2","S2-1","S2-1",10987,43,"-23.6","0.3","富士宮市教委2018大鹿窪遺跡発掘調査総括報告書"
"1838","TKA-18473","SSK-C15",NA,"Tokai",170,"大鹿窪遺跡","静岡県富士宮市（旧芝川町）","Tr1,新VI層,炭化物21,住居覆土","炭化物","Charred Remains","","S2","S2-1","S2-1",10950,33,"-25.4","0.4","富士宮市教委2018大鹿窪遺跡発掘調査総括報告書"
"1839","TKA-18477","SSK-C19",NA,"Tokai",170,"大鹿窪遺跡","静岡県富士宮市（旧芝川町）","TR3,VI層水洗2,遺構覆土上層2016/11/16","炭化物","Charred Remains","","S2","S2-1","S2-1",11054,34,"-24","0.4","富士宮市教委2018大鹿窪遺跡発掘調査総括報告書"
"1840","TKA-18478","SSK-C20",NA,"Tokai",170,"大鹿窪遺跡","静岡県富士宮市（旧芝川町）","TR3,VI層水洗3,遺構覆土下層2016/11/17","炭化物","Charred Remains","","S2","S2-1","S2-1",11006,32,"-19.1","0.3","富士宮市教委2018大鹿窪遺跡発掘調査総括報告書"
